Topic,Words,Frequency,Timestamp
-1,"ukraine, crsv, amp, new, people",28,2022-10-11 06:39:00+00:00
0,"caritas, ukraine, aid, people, humanitarian",39,2022-10-11 06:39:00+00:00
1,"canada, entry, express, crs, 2022",30,2022-10-11 06:39:00+00:00
2,"north, britishcolumbia canada, bchydro, bchydro britishcolumbia, canada poweroutage",15,2022-10-11 06:39:00+00:00
3,"russia, ukraine, putin, biden, transform ukraine",18,2022-10-11 06:39:00+00:00
4,"crsv, violence, women, girls, sexual",7,2022-10-11 06:39:00+00:00
5,"vision, world vision, world, report, refugees",12,2022-10-11 06:39:00+00:00
6,"mainland power, customers affected, customers, power failure, failure",3,2022-10-11 06:39:00+00:00
7,"mariupol, caritas, killed, attack, tank",38,2022-10-11 06:39:00+00:00
8,"vi, failure, power failure, customers affected, customers",9,2022-10-11 06:39:00+00:00
9,"crsv, survivors, reparations, response crsv, strengthening",5,2022-10-11 06:39:00+00:00
10,"opening, day, crs, paid, amp",4,2022-10-11 06:39:00+00:00
11,"illegal, legal, truth, true, share",3,2022-10-11 06:39:00+00:00
12,"purse, samaritan, samaritan purse, tweet, charity",2,2022-10-11 06:39:00+00:00
13,"news, crs 25, 25, crsp, launch",6,2022-10-11 06:39:00+00:00
14,"chief, army, indian, india, russiaukrainewar",1,2022-10-11 06:39:00+00:00
-1,"let, services, uk, million, like",10,2023-02-28 19:52:00+00:00
0,"caritas, adra, ukraine, help, people",25,2023-02-28 19:52:00+00:00
1,"canada, entry, express, crs, 2023",39,2023-02-28 19:52:00+00:00
2,"north, south, poweroutage, canada poweroutage, bchydro",12,2023-02-28 19:52:00+00:00
3,"ukraine, russia, russian, president, french",10,2023-02-28 19:52:00+00:00
4,"crsv, women, survivors, violence, sexual",5,2023-02-28 19:52:00+00:00
5,"vision, world vision, world, children, amp",9,2023-02-28 19:52:00+00:00
6,"poweroutage lower, mainland power, customers affected, customers, power failure",4,2023-02-28 19:52:00+00:00
8,"vi, north, failure, customers affected, customers",6,2023-02-28 19:52:00+00:00
9,"crsv, amp, survivors, survivors crsv, time",4,2023-02-28 19:52:00+00:00
13,"space, mission, 07, cargo, science",1,2023-02-28 19:52:00+00:00
14,"india, amp, ppl, war, supporters",1,2023-02-28 19:52:00+00:00
-1,"europe, credit, standwithukraine, france, amp",10,2023-07-19 09:05:00+00:00
0,"caritas, standwithukraine, aid, ukraine, people",15,2023-07-19 09:05:00+00:00
1,"canada, crs, entry, express, 2023",56,2023-07-19 09:05:00+00:00
2,"north, bchydro, bchydro britishcolumbia, poweroutage, britishcolumbia canada",24,2023-07-19 09:05:00+00:00
3,"russian, putin, russia, germany, sweden",7,2023-07-19 09:05:00+00:00
4,"crsv, women, violence, sexual, sexual violence",9,2023-07-19 09:05:00+00:00
5,"vision, world vision, world, stayed, understand",3,2023-07-19 09:05:00+00:00
6,"mainland power, poweroutage lower, customers, customers affected, power failure",7,2023-07-19 09:05:00+00:00
8,"vi, failure, customers, customers affected, power failure",8,2023-07-19 09:05:00+00:00
9,"crsv, ukraine, survivors, strengthening, centred",4,2023-07-19 09:05:00+00:00
13,"australia, 2022, news, crs 25, 25",1,2023-07-19 09:05:00+00:00
