topic,rank,doc
913,1,Dear Russians! Vladimir Putin and Sergej Lavrov taking you to an unprovoked war with lies. Stand up to this dictator! #Ukraine is not your enemy #Putin is! #NATO #UN #Russia #WarCrimes #StopWar #PutinIsaWarCriminal #IStandWithUkraine
913,2,When you call Russia liars try not to step on your tongue by supporting pro-#Ukraine Crimeans who are out there murdering Russian civilians pro-Russian Ukrainians with money from the EU the United States and Canada. Deal with your own terrorists in Albania
913,3,Fox News an approved Russian gov’t channel. When most all non gov’t controlled media blocked Fox is OK with Putin? Why? BOTH ARE BROADCASTING #FASCIST PROPAGANDA. People that believe #Putin lies same that will believe #Trump lies.WHO LIKES TO BE LIED TO? Those in fantasy world.
914,1,#TRUMP NO MAIL N BALLOTS_YOU MUST FILE AN #ABSENTEE IF REPUBLICANS EXPECT TO WIN_AMERICA SHOULD HAVE #VOTER INTEGRITY_GUN DRUGS STOLEN BALLOTS_FOUND IN CRIMINALS CAR #RNC HAVE SOME BACKBONE FOR CALIFORNIA_GOOD PRINCIPALS THATS WHO WE ARE #GREG #GUTFELD AMERICAS NEW SUPERSTAR* V
914,2,#TRUMP NO MAIL N BALLOTS_YOU MUST FILE AN #ABSENTEE IF REPUBLICANS EXPECT TO WIN_AMERICA SHOULD HAVE #VOTER INTEGRITY_GUN DRUGS STOLEN BALLOTS_FOUND IN CRIMINALS CAR #RNC HAVE SOME BACKBONE FOR CALIFORNIA_GOOD PRINCIPALS THATS WHO WE ARE #GREG #GUTFELD AMERICAS NEW SUPERSTAR* q
914,3,#TRUMP NO MAIL N BALLOTS_YOU MUST FILE AN #ABSENTEE IF REPUBLICANS EXPECT TO WIN_AMERICA SHOULD HAVE #VOTER INTEGRITY_GUN DRUGS STOLEN BALLOTS_FOUND IN CRIMINALS CAR #RNC HAVE SOME BACKBONE FOR CALIFORNIA_GOOD PRINCIPALS THATS WHO WE ARE #GREG #GUTFELD AMERICAS NEW SUPERSTAR* y
915,1,#ExcludeRussia from the Security Council! Russia is a threat to global security! U can! Stay strong! #RussiaUkraineWar
915,2,#ExcludeRussia from the Security Council! Russia is a threat to global security! U can! Stay strong! #Mariupol
915,3,#ExcludeRussia from the Security Council! Russia is a threat to global security! U can! Stay strong! #StopPutin #StopRussia
916,1,". provides training on mass casualty &amp; trauma management for emergency medical centres in #Ukraine. Unfortunately, this training is critical today as we've seen events where many people have been injured simultaneously, and that is very challenging for the health system."
916,2,"Mass Casualty Management Webinar: will provide critical information on Mass Casualty Management for emergency personnel responding to the #Ukraine crisis Saturday, 12 March Also announced by 14:00hr (EET / UTC +2) Register"
916,3,"Webinar: Mass Casualty Management This Academy webinar will provide critical information on Mass Casualty Management for emergency personnel responding to the #Ukraine crisis. Saturday, 12 March 14:00hr (EET / UTC +2) Register ⬇️"
917,1,"#POTUS #SCOTUS #GOP #DNC #FoxNews #CNN #Antifa #BlackLivesMatter #PONTIFEX #CopelandNetwork #UN #NATO #WSJ #NYSE #California #Mexico #Canada If the dealership tells you to run ""HIGH OCTANE"" just remember the ""HIGH OCTANE"" is also an E-15 blend."
917,2,"#POTUS #SCOTUS #GOP #DNC #FoxNews #CNN #Antifa #BlackLivesMatter #PONTIFEX #CopelandNetwork #UN #NATO #WSJ #NYSE #California #Mexico #Canada ""E-15"" gasoline is for 2001 or newer ""FLEX FUEL VEHICLES"" only! Read the warning in the article below."
917,3,"#POTUS #SCOTUS #GOP #DNC #FoxNews #CNN #Antifa #BlackLivesMatter #PONTIFEX #CopelandNetwork #UN #NATO #WSJ #NYSE #California #Mexico #Canada ""E-15"" gasoline is for 2001 or new ""FLEX FUEL VEHICLES"" only! Read the warning in the article below."
918,1,"Dear world leaders, I ask y’all to #ClosetheSkyoverUkraine PLEASE CLOSE THE SKY OVER #UKRAINE🙏🏻 🛑🛑🛑🛑🛑"
918,2,"Dear world leaders, I ask y’all to #ClosetheSkyoverUkraine PLEASE CLOSE THE SKY OVER #UKRAINE🙏🏻 🛑🛑🛑🛑"
918,3,"❗️❗️❗️ Dear world leaders, I ask y’all to #ClosetheSkyoverUkraine PLEASE CLOSE THE SKY OVER #UKRAINE🙏🏻 🙏🏻"
919,1,No honor to this union. #UN. avoid it. #RussiaIsATerroristState #RussisIsWarCriminal
919,2,go down #UN as russia go. #RussiaIsATerroristState #RussisIsWarCriminal
919,3,UN is currupted. #RussiaIsATerroristState #RussisIsWarCriminal
920,1,👏👏 🇺🇸 🇬🇧 stands with &amp; the people of Ukraine🇺🇦 for as long as it takes. #ArmUkraineNow #GiveThemAmmunition Now! #GiveThemWeapons Now! Energy Security IS National Security Food Security IS National Security
920,2,🇬🇧 stands with &amp; people of Ukraine🇺🇦 for as long as it takes #ArmUkraineNow #GiveThemAmmunition Now! #GiveThemWeapons Now! Energy Security IS National Security Food Security IS National Security
920,3,❤️👏👏 🇬🇧 stands with &amp; the people of Ukraine🇺🇦 for as long as it takes. #ArmUkraineNow #GiveThemAmmunition Now! #GiveThemWeapons Now! Energy Security IS National Security Food Security IS National Security
921,1,"If the bloody criminal russian regime does not leave the United Nations Security Council, then it is only left to the Democratic Nations belonging to NATO, to invite Ukraine to join the Alliance.🇺🇦🇵🇹🇪🇺🇺🇸🇬🇧 #StandWithUkraine 🇺🇦 #UkraineWillWin💪 🇺🇦🫡"
921,2,"If the bloody criminal russian regime does not leave the United Nations Security Council, then it is only left to the Democratic Nations belonging to NATO, to invite Ukraine to join the Alliance.🇺🇦🇵🇹🇪🇺🇺🇸🇬🇧 #StandWithUkraine 🇺🇦 #UkraineWillWin 💪 🇺🇦"
921,3,"If the bloody criminal russian regime does not leave the United Nations Security Council, then it is only left to the Democratic Nations belonging to NATO, to invite Ukraine to join the Alliance.🇺🇦🇵🇹🇪🇺🇺🇸🇬🇧 #StandWithUkraine NOW!🇺🇦💪"
922,1,#Baoshan City (2022 United Nations #Chinese #Language Day #Yunnan Session Special Performance) #UN #glamouryunnan
922,2,#Chuxiong City (2022 United Nations #Chinese #Language Day #Yunnan Session Special Performance) #UN #glamouryunnan
922,3,#Dance of the #Lahu nationality (2022 United Nations #Chinese #Language Day #Yunnan Session Special Performance) #UN #glamouryunnan #traditional #culture
923,1,"Ms advises all stakeholders the Tigray gov't, the Ethiopian government, the AU, the US, etc to prioritize justice &amp; accountability. 🚩#Justice4Tigray 🚩#TigrayGenocide"
923,2,"📣 Ms advises all stakeholders the Tigray gov't, the Ethiopian government, the AU, the US, etc to prioritize justice &amp; accountability. #Justice4Tigray #TigrayGenocide"
923,3,"Ms advises all stakeholders the Tigray gov't, the Ethiopian government,the AU,the US, etc to prioritize justice&amp; accountability #Justice4Tigray #TigrayGenocide"
924,1,"#HRC49🔴 - the 🇺🇳 Human Rights Council's URGENT DEBATE on the ""situation of human rights in #Ukraine stemming from the Russian aggression"" will resume at 15:00 CET at . 🎬Watch the debate live via ."
924,2,"🎬#HRC49 | 🔴NOW at : - the 🇺🇳 Human Rights Council holds an URGENT DEBATE on the ""situation of human rights in #Ukraine stemming from the Russian aggression"" WATCH live⤵️"
924,3,"🎬#HRC49 | 🔴NOW at : - the 🇺🇳 Human Rights Council continues its URGENT DEBATE on the ""situation of human rights in #Ukraine stemming from the Russian aggression"". WATCH live⤵️"
925,1,".#WesternTigray have experienced a relentless campaign of ethnic cleansing by 'Amhara forces' &amp; their allies."" So 🚩Seek #Justice4Tigray 🚩Held criminals accountable 🚩Force #AmharaOutOfTigray"
925,2,"""...#WesternTigray have experienced a relentless campaign of ethnic cleansing by 'Amhara forces' &amp; their allies."" So 🚩Seek #Justice4Tigray 🚩Held criminals accountable $ 🚩Force #AmharaOutOfTigray"
925,3,"...#WesternTigray have experienced a relentless campaign of ethnic cleansing by 'Amhara forces' &amp; their allies."" So 🚩Seek #Justice4Tigray 🚩Held criminals accountable 🚩Force #AmharaOutOfTigray,"
926,1,"Conflict? Ok, then - WW2 was a ""dispute"" between several countries - 11th of September was a ""plane crash"" - atomic bombings of Hiroshima and Nagasaki were ""temporary issues"" When and why do people become so powerless to call war ""war""? #StopRussia"
926,2,Yes We need to have #Peace between each other. Stop the fighting. NO MORE #WARS! No one is winning. You are killing us &amp; our #planet By bombing our earth and trashing our atmosphere. I suggest a Summit to stop it this mess! #JoeBiden #UN #EU #XiJinping #China #UkraineRussiaWar
926,3,Yes We need to have #Peace between each other. Stop the fighting. NO MORE #WARS! No one is winning. You are killing us &amp; our #planet By bombing our #earth &amp; trashing our #atmosphere. I suggest a Summit to stop this mess! #JoeBiden #UN #EU #XiJinping #China #UkraineRussiaWar #CNN
927,1,"In #Moldova, WFP and our partners have provided over 250,000 daily nutritious meals to refugee families from #Ukraine. Until families can return home, they continue to rely on the generosity of their neighbours. 💙"
927,2,"What's in a meal? 🍽️ In #Moldova, WFP and our partners have provided over 250,000 daily nutritious meals to refugee families from #Ukraine. Until families can return home, they continue to rely on the generosity of their neighbours."
927,3,"What's in a meal? 🍽️ In #Moldova, WFP and our partners have provided over 250,000 daily nutritious meals to refugee families from #Ukraine. Until families can return home, they continue to rely on the generosity of their neighbours. 💙"
928,1,👉Stop killing our children! Close the sky 🌩️over #Ukraine! Exclude russia from the Security Council!⛔️ #StopPutin #StopRussia
928,2,🙀🙀😢Stop killing our children! Close the sky over #Ukraine! Exclude russia from the Security Council! #StopPutin #StopRussia
928,3,✊🏻Stop killing our children! Close the sky over #Ukraine! Exclude russia from the Security Council! #StopPutin #StopRussia
929,1,We demand the resignation of High Commissioner of Human Rights Michelle Bachelet immediately! She neglects her mandate &amp; the #UN‘s founding principles. B #BidenWorstPresidentEver 🇺🇸 #PutinWarCrimes 🇷🇺 #BacheletResign 🇨🇱 #XinjiangPoliceFiles 🇨🇳 #StandWithUkraine 🇺🇦🇧🇷
929,2,We demand again the resignation of High Commissioner of Human Rights Michelle Bachelet immediately! She neglects her mandate &amp; the #UN‘s founding principles. #BidenWorstPresidentEver 🇺🇸 #PutinWarCrimes 🇷🇺 #BacheletResign 🇨🇱 #XinjiangPoliceFiles 🇨🇳 #StandWithUkraine 🇺🇦🇧🇷
929,3,We demand the resignation of High Commissioner of Human Rights Michelle Bachelet immediately! She neglects her mandate &amp; the #UN‘s founding principles. #BidenWorstPresidentEver 🇺🇸 #PutinWarCrimes 🇷🇺 #BacheletResign 🇨🇱 #XinjiangPoliceFiles 🇨🇳 #StandWithUkraine 🇺🇦🇧🇷
930,1,#Belarus MIG31 or 41's taking of heading to #Kyiv? #Klimaathysterie #Kyiv #Covid19nl #Russia #WEF #Asia #KlausSchwab #Davos #GreatReset #Kaag #WHO #COVID #Inflation #Foodcrisis #Zelensky #Biden #Putin #RESIST #Ukraine #BTC #Crypto #XiJingping #London #LizTruss #Wappies #diesel
930,2,"Well, that went fast #Klimaathysterie #woke #Kyiv #Covid19nl #Russia #WEF #Asia #KlausSchwab #Davos #GreatReset #Kaag #WHO #COVID #Inflation #Foodcrisis #BigPharma #Zelensky #Biden #Putin #RESIST #Ukraine #BTC #Crypto #XiJingping #Kherson #Kharkiv #LizTruss #Wappies #diesel"
930,3,They wrote this: #BorisJohnson #woke #Kyiv #Covid19nl #Russia #WEF #Asia #KlausSchwab #Davos #GreatReset #Kaag #WHO #COVID #Inflation #Foodcrisis #BigPharma #Zelensky #Biden #Putin #RESIST #Ukraine #BTC #Crypto #XiJingping #Kherson #Kharkiv #Bakhmut #London #Wappies #Aardbeving
931,1,The #Eritrean army continues to occupy #Irob land and commit #536DaysOfTigrayGenocide under total info blackout. Food aid is blocked as our families starve in the dark. The very existence of this indigenous minority of #Tigray is threatened.
931,2,The #Eritrean army continues to occupy #Irob land and commit #560DaysOfTigrayGenocide under total info blackout. Food aid is blocked as our families starve in the dark. The very existence of this indigenous minority of #Tigray is threatened.
931,3,The #Eritrean army continues to occupy #Irob land and commit #521DaysOfTigrayGenocide under total info blackout. Food aid is blocked as our families starve in the dark. The very existence of this indigenous minority of #Tigray is threatened.
932,1,…says the Russian apologist troll supporting genocidal war crimes and lamely trying to justify the unjustifiable! You will answer to The Hague. #Bucha #Izium #Kherson will not be forgotten! #RussiaIsATerroristState #RussianWarCrimes UN HRC Report:
932,2,… says the troll supporting Russian genocidal war criminals whilst hiding their identity. You have zero credibility here my useless Russian apologist troll :-) #ruSScist #RussianWarCrimes UN HRC: Report on Russians Killing Ukrainian Civilians
932,3,…says the Russian apologist troll supporting genocidal war crimes and will lamely try to justify the unjustifiable! You will answer to The Hague for #Bucha #Izium #Kherson! #RussiaIsATerroristState #RussianWarCrimes UN HRC Report:
933,1,"Bloomberg - Removing sea mines near Ukraine’s key ports could take months, according to the United Nations agency responsible for shipping safety. #Ukrainewar #Ukraine"
933,2,"Removing sea mines near Ukraine’s key ports could take months, and hundreds of seafarers are still stranded in the region, according to the UN agency responsible for shipping safety via #RussianUkrainianWar #Ukraine #GuerreUkraine #StopRussia"
933,3,"🔴Removing sea mines near #Ukraine’s key ports could take months, and hundreds of seafarers are still stranded in the region following #Russia’s invasion of the country, according to the United Nations agency responsible for shipping safety. – Bloomberg"
934,1,"Far more than #Putin, Fascist #AbiyAhmed is dismantling International Norms, UN Charter #SupportHR6600"
934,2,"Far more than #Putin, Fascist #AbiyAhmed is dismantling International Norms, UN Charter &amp; he is spreading it #SupportHR6600 #SupportS3199 #600DaysOfHiddenGenocide"
934,3,"Far more than #Putin, Fascist #AbiyAhmed is dismantling International Norms, UN Charter &amp; he is spreading it #SupportHR6600 #600DaysOfHiddenGenocide"
935,1,Mariana is seven-months pregnant Ukrainian army doctor who has been held in ruzzian captivity for 4 month. How is that possible that the whole world is watching a pregnant woman to be imprisoned and do nothing? #RussiaTerroristState #RussianWarCrimes
935,2,Ukrainian medic Maryana Mamonova has been in Russian captivity for 4 months (one of the 82 women prisoners). Maryana is 7 months PREGNANT now. Save Ukrainian prisoners of war from Russian killers! #SaveMariupolDefenders #RussiaIsATerroristState #RussianWarCrimes
935,3,"Among them is a young couple, a husband and wife who were expecting a child. The woman was 6 months pregnant. Russia is a terrorist country! V. Klitchko #ArmUkraineNow"
936,1,"#India breaks streak of #UN abstentions on #Ukraine, votes in #opposition to #Russia #ymedia #southasiandaily #india #ukraine #russia #UN #vote"
936,2,"#India breaks streak of UN abstentions on Ukraine, votes against #Russia"
936,3,"India breaks streak of UN abstentions on Ukraine, votes in opposition to Russia #India #Ukraine # #Russia #socialnewsxyz"
937,1,"It has been a dreadful #560DaysOfTigrayGenocide where 120,000+ women and girls aged 15-49 in #Tigray have been subjected to rape, gang-rape and sexual slavery. What does it take for the , |SC &amp; to take concrete actions to stop the ongoing #TigrayGenocide?"
937,2,"It has been a dreadful #500DaysOfTigrayGenocide where 120,000+ women and girls aged 15-49 in #Tigray have been subjected to rape, gang-rape and sexual slavery. What does it take for the , |SC &amp; to take concrete actions to stop the ongoing #TigrayGenocide?"
937,3,".It has been a dreadful #500DaysOfTigrayGenocide where 120,000+ women and girls aged 15-49 in #Tigray have been subjected to rape, gang-rape and sexual slavery. What does it take for the , |SC &amp; to take concrete actions to stop the ongoing #TigrayGenocide?"
938,1,"#BREAKING Ukraine war 'will have no winner,' UN says on 100th day of fight"
938,2,"Ukraine war ‘will have no winner,’ UN says on 100th day of fight #UkraineWar"
938,3,"#Ukraine war 'will have no winner,' UN says on 100th day of fight"
939,1,AS A UNITED PLEASE STAND UP FOR YOUR VALUES! STOP BLATANT #FASCISM #GENOCIDE #WARCRIMES ACTIONS ARE LOUDER THAN WORDS! HELP! #Ukraine
939,2,"TODAY IS THE DAY YOU STAND UP TO #FASCISM #GENOCIDE #TERRORISM. STAND UP FOR YOUR VALUES. STAND WITH FREEDOM, LIFE &amp; LOVE! HELP! #Ukraine"
939,3,"ARE YOU DEAF, ARE YOU BLIND? WAKE UP! STAND UP TO #FASCISM #GENOCIDE #WARCRIMES. BREAK THE SNAKE'S HEAD. SHOW COURAGE! HELP! #Ukraine"
940,1,"ℹ️❗️Almost four and a half million tons of grain are blocked in #Ukrainian ports. Grain cannot be exported abroad because sea routes have been closed due to the #Russian military invasion. This was stated by Martin Frick, a representative of the ."
940,2,"Almost four and a half million tons of grain are blocked in #Ukrainian ports. Grain cannot be exported abroad because sea routes have been closed due to the #Russian military invasion. This was stated by Martin Frick, a representative of the ."
940,3,Almost 4.5 million tons of grain are blocked in #Ukrainian ports. Products cannot be exported through closed sea routes against the background of the Russian military invasion. This was stated by the representative of the UN World Food Program Martin Frick #StopRussia
941,1,Close the sky over #Ukraine. Or you also want us to be killed?! !!!!!!
941,2,Close the sky over #Ukraine. Or you also want us to be killed?????????
941,3,Close the sky over #Ukraine. Or you also want us to be killed?!!!!!!?!?!
942,1,❗️Close the sky over #Ukraine. Or you also want us to be killed?!
942,2,‼️‼️‼️‼️‼️‼️ Close the sky over #Ukraine. Or you also want us to be killed?!
942,3,👏Close the sky over #Ukraine. Or you also want us to be killed?!
943,1,"Save your future, #Europe. Close the sky over #Ukraine! 😭"
943,2,"Save your future, #Europe. Close the sky over #Ukraine ‼️"
943,3,"Save your future, #Europe. Please close the sky over #Ukraine!🇺🇦💔"
944,1,".💔Tigrayans are suffering in the dark,No fuel, no electricity, no internet, no medicine, no food no bank. 7+m people of #Tigray have been cut off from the rest of the world by #Eritrean &amp; #Ethiopian forces for 580+ days.#TigrayCantWait #EU #EndTigraySiege"
944,2,"💔😭Tigrayans are suffering in the dark,No fuel, no electricity, no internet, no medicine, no food no bank. 7+m people of #Tigray have been cut off from the rest of the world by #Eritrean &amp; #Ethiopian forces for 580+ days.#TigrayCantWait #EU #EndTigraySiege"
944,3,"💔💔Tigrayans are suffering in the dark,No fuel, no electricity, no internet, no medicine, no food no bank. 7+m people of #Tigray have been cut off from the rest of the world by #Eritrean &amp; #Ethiopian forces for 580+ days.#TigrayCantWait #EU #EndTigraySiege"
945,1,": . chief presented the first policy brief issued by the Global Crisis Response Group on Food, Energy &amp; Finance (GCRG) on effects of the war in #Ukraine. ❓What is the GCRG? ❓How will it help? ❓What are the findings …"
945,2,". global crisis response group on #Food, #Energy and #Finance releases Brief #1 on the worldwide impact of the war in #Ukraine 👉🏾"
945,3,"LIVE: Global Crisis Response Group on Food, Energy and Finance launch inaugural brief and policy recommendation on the impact of war in #Ukraine on #food, #energy and finance systems."
946,1,#Ukraine is planning to call for #Russia to be removed as a permanent member of the Security Council.
946,2,"#Ukraine is planning to call for #Russia to be removed as a permanent member of the United Nations Security Council, Ukrainian Foreign Minister Dmytro Kuleba says."
946,3,#Ukraine is planning to call for #Russia to be removed as a permanent member of the United Nations Security Council
947,1,"Civilian casualties in Mariupol in the thousands, says UN Human Rights Commissioner #UkraineRussiaWar #mariupol #Ukraine️ #Ukraine️war"
947,2,"Civilian casualties in Mariupol in the thousands, says UN Human Rights Commissioner #Ukraine #Russia #Mariupol"
947,3,"#Ukraine/#Russia #Mariupol UN Human Rights Commissioner Michelle Bachelet: Civilian casualties in Mariupol in thousands True scale of Russian atrocities in Mariupol is yet to be revealed Mariupol Mayor Vadym Boychenko earlier: Russian forces killed 20,000+"
948,1,"#Boycott ALL #company's&amp; #corporations StillDoing #business w/RU,&amp;Country'sThatAreCurrently ¡nThe #EU🇪🇺, #NATO,&amp; #UN, ₩hoAreEither: #voting against 🇺🇦,&amp;0rAre #abstaining Against🇺🇦, NEED2BeThrown0ut. #Russia #russiaisateroriststate #RussiaIsCollapsing #RussiaIsANaziState"
948,2,"Tyvm4aGr8Interview! #Boycott ALLcompanys&amp; corporationsStillDoing business w/RU, &amp;Country'sThatAreCurrently ¡nThe #EU,#NATO,#UN, ₩hoEither:#voting against🇺🇦,&amp;0rAre #abstaining Against🇺🇦,NEED2BeThrown0ut #russiaisateroriststate #RussiaIsCollapsing"
948,3,"#Boycott ALLcompanys&amp; corporationsStillDoing business w/RU, &amp;Country'sThatAreCurrently ¡nThe #EU,#NATO,#UN, ₩hoEither:#voting against🇺🇦,&amp;0rAre #abstaining Against🇺🇦,NEED2BeThrown0ut #russiaisateroriststate #RussiaIsCollapsing"
949,1,#UNGA #UNSC #UnitedNations #Guterres #Ukraine #UkraineRussiaWar Dissolve the P5 permanent vetoes on the #UNSecurityCouncil Create a democratic #UN
949,2,#UNGA #Zelensky #Ukraine #UnitedNations #Guterres Dissolve the P5 permanent vetoes on the #UNSecurityCouncil Create a democratic #UN
949,3,#UNGA #UN #UnitedNations #Guterres #Ukraine #UkraineRussia Dissolve the P5 permanent vetoes Create a democratic #UNSecurityCouncil
950,1,",We all Human ! The children of Tigray are victim of war crimes too !! more than 800K #Tigraya|ns have lost their life &amp; 130K Woman &amp; girl Rape victim, we need Justice &amp; #TigrayGenocide #Justice4Tigray ."
950,2,"📢 ,We all Human ! The children of Tigray are victim of war crimes too !! more than 800K #Tigraya|ns have lost their life &amp;130K Woman &amp; girl Rape victim, we need Justice &amp; #TigrayGenocide #Justice4Tigray"
950,3,"🕸 ,We all Human ! The children of Tigray are victim of war crimes too !! more than 800K #Tigraya|ns have lost their life &amp; 130K Woman &amp; girl Rape victim, we need Justice &amp; #TigrayGenocide #Justice4Tigray"
951,1,"Institutions completely discredited by corruption, World Cup, United States Supreme Court, House of Lords, World Health Organisation. You can add your own. #scotusiscompromised #Qatar2022 #HouseOfLords #WHO"
951,2,"In #FIFAWorldCupQatar2022 #Germany players put their hands on their mouth to show that there is no freedom of speech in #Qatar. When an innocent lovely #Russian girl showed her country's flag in Germany, she was deported. This is called double Hypocrisy #Qatar2022"
951,3,WHO IS BOYCOTTING THE WORLD CUP IN QATAR? #WM #WM2022 #HumanRights #WMkatar #Katar #Qatar #Qatar2022 #Menschenrechte #LGBTQ #Fußball #Fifa #DFB #Germany #soccer #Deutschland #Boykott #Boykottieren #wiesn2022 #Tatort #Doppelmoral #Ukraine #WorldCup #WorldCup2022 #Boycott #war
952,1,"important protesting #UkraineRussiaWar corrupt #UN SC veto, #EU #Congress #ClimateActionNow #debt systems ignoring urgent, equable humane, essentials-food/water/freedom of speech/associations #ImmigrationReformNow. via"
952,2,Instead of resupplying bullets/bombs for profit reform #UN SC veto. #ClimateAction #debt #RefugeesWelcome #UkraineRussiaWar global south requires sustainable urgent efforts for equable #Immigration/survival. #UN #NATO #EU
952,3,end the BS #UN SC veto inhumane bombs/bullets profiteering &amp; false flag grievances over lifestyles in favor of folks/critters #debt #ClimateAction equable planetary #Immigration survival. #NATO #EU #Congress
953,1,The 🇪🇹 goverment and allies blockade humanaterian aid &amp; other life-saving supplies from reaching #Tigray. Access to humanitarian aid must allowed even during the war. must act to save millions of #Tigrayans lived under catastrophic famine. #StopTigraySiege
953,2,The 🇪🇹 goverment and allies blockade humanaterian aid and other life-saving supplies from reaching #Tigray. Access to humanitarian aid must allowed even during the war. must act to save millions of #Tigrayans lived under catastrophic famine. #StopTigraySiege
953,3,The 🇪🇹goverment and allies blockade humanaterian aid and other life-saving Supplies from reaching #Tigray. Access to humanitarian aid must allowed even during the war. must act to save millions of #Tigrayans lived under catastrophic famine.#StopTigraySiege
954,1,😥😥😥For #500DaysOfTigrayGenocide livestock and farm produce belonging to #Tigray|ans have been looted + pillaged by Ethiopian and Eritrean forces. #AllowAccessToTigray for UN mandated independent investigations and the verified removal of Eritrean troops.
954,2,For #500DaysOfTigrayGenocide livestock and farm produce belonging to #Tigray|ans have been looted + pillaged by Ethiopian and Eritrean forces. #AllowAccessToTigray for UN mandated independent investigations and the verified removal of Eritrean troops.
954,3,#TigrayGenocide livestock and farm produce belonging to #Tigray|ans have been looted + pillaged by Ethiopian and Eritrean forces. #AllowAccessToTigray for UN mandated independent investigations and the verified removal of Eritrean troops.
955,1,"#NeverForget! We demand a team of U.N.-led experts in #sexual violence &amp; mental health, to press for credible, fair &amp; safe justice for the #Tigray war #rape victims #WeaponizedRape!"
955,2,"@#NeverForget We demand a team of U.N.-led experts in #sexual violence &amp; mental health, to press for credible, fair &amp; safe justice for the #Tigray war #rape victims. #WeaponizedRape! ..."
955,3,"#NeverForget We demand; a team of U.N.-led experts in #sexual violence &amp; mental health, to press for credible, fair &amp; safe justice for the #Tigray war #rape victims. #WeaponizedRape!"
956,1,The IC must not look away. The starving children of #Tigray are calling for food and medicine #EndTigraySiege #MedicalSupplyForTigray #UNActNow #EUActNow
956,2,'The IC must not look away. The starving children of #Tigray are calling for food and medicine. #EndTigraySiege #MedicalSupplyForTigray #UNActNow #EUActNow
956,3,‘The IC must not look away. The starving children of #Tigray are calling for food and medicine. #EndTigraySiege #MedicalSupplyForTigray #UNActNow #EUActNow
957,1,🇺🇳: How can you be so smart and so clueless at the same time? 🇺🇸: Practice? #CountryHumans #UN #USA
957,2,🇺🇸: I have a plan. 🇺🇳: No explosions. 🇺🇸: I no longer have a plan. #countryhumans #USA #UN
957,3,🇺🇳: We need to talk about- 🇺🇸: It was already on fire when I got here! 🇺🇳: What? 🇺🇸: What? #CountryHumans #UN #USA
958,1,To Help #Ukraine/#Refugees:
958,2,Help #Ukraine #Refugees:
958,3,"#ClimateAction by a refugee, for refugees! This Congolese refugee is providing a lifeline for thousands in Kenya’s Kakuma camp through sustainable, reliable and affordable energy. #UNHCR #Ukraine #UkraineRussianWar #UkraineUnderAttaсk #Support #Help #Poland #Warsaw #RussianArmy"
959,1,"For over #500DaysofTigrayGenocide, #Irob women have been facing weaponized rape &amp; starvation by the occupying brutal #Eritrea|n forces. #UNSCActNow and remove Eritrean troops out of Tigray. #Justice4TigrayWomen."
959,2,"For over #500DaysOfTigrayGenocide , #Irob women have been facing weaponized rape &amp; starvation by the occupying brutal #Eritrea|n forces. #UNSCActNow and remove Eritrean troops out of Tigray. #Justice4TigrayWomen"
959,3,"For over #500DaysofTigrayGenocide, #Irob women have been facing weaponized rape &amp; starvation by the occupying brutal #Eritrea|n forces. #UNSCActNow and remove Eritrean troops out of Tigray. #Justice4TigrayWomen"
960,1,Z systematic starvation has resulted in a man-made #TigrayFamine effecting the entire population. For the past #500DaysOfTigrayGenocide we have called on orgs + world leaders to push for unfettered humanitarian access as hunger-related deaths cont. to increase
960,2,The systematic starvation has resulted in a man-made #TigrayFamine effecting the entire population. For the past #500DaysOfTigrayGenocide we have called on orgs + world leaders to push for unfettered humanitarian access as hunger-related deaths cont. to increase
960,3,The systematic starvation has resulted in a man-made #TigrayFamine effecting the entire population. For the past #500DaysOfTigrayGenocide we have called on orgs +world leaders to push for unfettered humanitarian access as hunger-related deaths cont. to increase
961,1,"#Russia will not participate in an upcoming special session of the #UN #HumanRightsCouncil (#UNHRC) on #Ukraine, the Foreign Ministry in #Moscow announced"
961,2,"#Russia will not participate in an upcoming special session of the United Nations Human Rights Council ( ) on Ukraine, the Foreign Ministry in Moscow ( ) announced."
961,3,"#Russia will not participate in an upcoming special session of the #UN Human Rights Council (#UNHRC) on #Ukraine, the Foreign Ministry in #Moscow announced"
962,1,"""Sexual attacks on women&amp; girls have continued since last year's peace deal between🇪🇹’s gov't&amp; Tigray leadership, witnesses told DW"" by So members of &amp; 🗣Stand for humanity&amp; 🗣Assure #Justice4Tigray"
962,2,"👉”Sexual attacks on women&amp; girls have continued since last year's peace deal between🇪🇹’s gov't&amp; Tigray leadership, witnesses told DW"" by So members of &amp; 🗣Stand for humanity&amp; 🗣Assure #Justice4Tigray"
962,3,"""Sexual attacks on women&amp; girls have continued since last year's peace deal between🇪🇹’s gov't&amp; Tigray leadership, witnesses told DW"" by $ So members of &amp; 🗣Stand for humanity&amp; 🗣Assure #Justice4Tigray"
963,1,"1/ #SeizeTheInitiative A NATO-UN-Coalition can #SaveMariupol and #SaveAlice. if they will ""Take the Strategic Initiative"" and Enforce: 1) a Full Ceasefire 2) No Fly Zone in Ukraine to #CloseTheSky 3) a Humanitarian Safe Zone to #SaveUkraine"
